DAUID,MAG_mean,MAG_std,hf_transit_mean,hf_walk_mean,n_blocks,CSDNAME,CMANAME,Residential instability Scores,Economic dependency Scores,Situational vulnerability Scores,Ethno-cultural composition Scores,Residential instability Quintiles,Economic dependency Quintiles,Situational vulnerability Quintiles,Ethno-cultural composition Quintiles
48060267,-0.07594999999999999,0.010677312395916884,0.07919999999999999,0.0032500000000000003,2,Calgary,Calgary,-1.148,0.598,-0.841,-0.235,1.0,4.0,1.0,3.0
48060268,-0.0843,0.002938253449471874,0.0889,0.0046,4,Calgary,Calgary,-0.818,0.868,0.0,0.073,2.0,5.0,4.0,4.0
48060269,-0.07919999999999999,0.005556977595779929,0.08406666666666666,0.004866666666666667,3,Calgary,Calgary,-0.831,0.289,-0.416,0.789,1.0,4.0,2.0,5.0
48060270,-0.08412,0.0026975915183733786,0.0892,0.0050799999999999994,5,Calgary,Calgary,-0.627,0.591,-0.245,0.087,2.0,4.0,3.0,4.0
48060271,-0.06885000000000001,0.011549747471986855,0.073675,0.004824999999999999,4,Calgary,Calgary,-1.092,0.005,-0.44,0.045,1.0,3.0,2.0,4.0
48060272,-0.0572,0.04791471590231961,0.0643,0.0071,4,Calgary,Calgary,-0.351,0.475,-0.894,0.359,3.0,4.0,1.0,4.0
48060273,-0.08616666666666667,0.0010785793124908894,0.09273333333333333,0.006566666666666666,3,Calgary,Calgary,-0.195,0.322,-0.512,0.483,3.0,4.0,2.0,4.0
48060274,-0.09645000000000001,0.012363521612658208,0.1056,0.00915,4,Calgary,Calgary,0.241,0.312,-0.209,0.495,4.0,4.0,3.0,4.0
48060275,-0.08062,0.00678432015753974,0.08538,0.00476,5,Calgary,Calgary,-1.022,0.268,-0.83,-0.404,1.0,4.0,1.0,3.0
48060276,-0.077625,0.004807892816331638,0.084925,0.007299999999999999,4,Calgary,Calgary,-0.558,1.223,-0.775,-0.076,2.0,5.0,1.0,4.0
48060277,-0.09305,0.009897642817021301,0.102775,0.009725,4,Calgary,Calgary,0.063,-0.35,0.628,0.554,4.0,2.0,5.0,4.0
48060278,-0.09563333333333333,0.006389313995518881,0.10593333333333332,0.0103,3,Calgary,Calgary,0.412,-0.464,-0.344,1.011,4.0,2.0,2.0,5.0
48060281,-0.10385,0.021283914113715087,0.1164,0.01255,2,Calgary,Calgary,1.632,1.594,-0.333,1.34,5.0,5.0,3.0,5.0
48060282,-0.07727500000000001,0.03388336612557848,0.09045,0.013175,4,Calgary,Calgary,0.052,0.955,-0.771,0.069,4.0,5.0,1.0,4.0
48060283,-0.024985714285714285,0.04345539585104971,0.03718571428571428,0.0122,7,Calgary,Calgary,-0.809,-0.731,-0.819,-0.322,2.0,2.0,1.0,3.0
48060284,-0.0726,0.021944703233354512,0.09150000000000001,0.0189,3,Calgary,Calgary,-0.094,1.169,-1.001,0.98,3.0,5.0,1.0,5.0
48060286,-0.0887,0.0045044422518220875,0.10736666666666667,0.018666666666666665,3,Calgary,Calgary,-0.549,-0.853,-0.729,-0.367,2.0,1.0,1.0,3.0
48060289,-0.05346666666666666,0.005217598425840504,0.09000000000000001,0.036533333333333334,3,Calgary,Calgary,-0.423,0.113,-0.367,0.826,3.0,3.0,2.0,5.0
48060290,-0.07553333333333333,0.014328119206650957,0.1008,0.025266666666666666,9,Calgary,Calgary,0.036,-0.363,-0.798,0.459,4.0,2.0,1.0,4.0
48060291,-0.0787,0.016840783829739043,0.09406666666666667,0.015366666666666666,6,Calgary,Calgary,-1.357,0.118,-0.975,0.067,1.0,4.0,1.0,4.0
48060293,-0.037059999999999996,0.027559172701661416,0.03902,0.00196,5,Calgary,Calgary,-0.714,0.282,-0.425,-0.685,2.0,4.0,2.0,2.0
48060294,-0.0636,0.0017146428199482317,0.066425,0.0028250000000000003,4,Calgary,Calgary,-1.112,1.612,-0.672,-0.452,1.0,5.0,1.0,3.0
48060295,-0.06634999999999999,0.0007778174593052001,0.0689,0.00255,2,Calgary,Calgary,0.19,-0.337,-0.21,-0.067,4.0,2.0,3.0,4.0
48060298,-0.057499999999999996,9.999999999999853e-05,0.0594,0.0019,3,Calgary,Calgary,-1.066,0.431,-0.477,-0.524,1.0,4.0,2.0,3.0
48060299,-0.057120000000000004,0.00040865633483405005,0.05958,0.00246,5,Calgary,Calgary,-1.255,0.106,-0.585,-0.457,1.0,3.0,2.0,3.0
48060300,-0.06441428571428572,0.003776871973573101,0.0668,0.0023857142857142857,7,Calgary,Calgary,-0.757,-0.289,-0.576,-0.43,2.0,3.0,2.0,3.0
48060301,-0.0599,0.0008164965809277273,0.062375,0.0024749999999999998,4,Calgary,Calgary,-0.892,-0.652,-0.229,-0.575,1.0,2.0,3.0,2.0
48060302,-0.06464,0.0028254203227130728,0.06656,0.0019200000000000003,5,Calgary,Calgary,-0.946,-0.163,-0.625,-0.568,1.0,3.0,2.0,2.0
48060303,-0.06642,0.001829480800664499,0.06782,0.0014,5,Calgary,Calgary,-0.977,0.542,-0.738,-0.451,1.0,4.0,1.0,3.0
48060304,-0.031049999999999994,0.0003535533905932704,0.036849999999999994,0.0058,2,Calgary,Calgary,-1.775,0.615,-1.161,0.281,1.0,4.0,1.0,4.0
48060305,-0.06642500000000001,0.0022306576010973464,0.07555,0.009125,4,Calgary,Calgary,-1.338,1.034,-1.044,-0.162,1.0,5.0,1.0,3.0
48060306,-0.042874999999999996,0.031989412310950635,0.047950000000000007,0.005075,4,Calgary,Calgary,-0.836,1.234,-0.952,-0.431,1.0,5.0,1.0,3.0
48060307,-0.07283999999999999,0.003265424934062945,0.07986,0.00702,5,Calgary,Calgary,0.327,-0.885,-0.246,-0.054,4.0,1.0,3.0,4.0
48060308,-0.039275,0.020089362856994742,0.099075,0.0598,4,Calgary,Calgary,-0.734,0.125,-1.028,0.024,2.0,4.0,1.0,4.0
48060309,-0.01365000000000001,0.028496403281817868,0.10415,0.0905,2,Calgary,Calgary,2.244,-0.018,-0.345,0.847,5.0,3.0,2.0,5.0
48060310,0.007000000000000006,,0.0667,0.0737,1,Calgary,Calgary,1.048,0.191,-0.634,0.13,5.0,4.0,2.0,4.0
48060311,-0.038180000000000006,0.03900726855343758,0.10678000000000001,0.0686,5,Calgary,Calgary,-1.146,0.694,-1.008,-0.12,1.0,5.0,1.0,3.0
48060312,-0.066325,0.01626947550885809,0.114325,0.048,4,Calgary,Calgary,-0.559,0.32,-0.913,0.104,2.0,4.0,1.0,4.0
48060314,-0.0578,,0.0943,0.0365,1,Calgary,Calgary,1.756,-1.436,-0.503,0.701,5.0,1.0,2.0,4.0
48060315,-0.14782,0.025397184883368465,0.1612,0.01338,5,Calgary,Calgary,2.068,-0.852,-0.434,1.304,5.0,1.0,2.0,5.0
48060316,-0.12195,0.011708828577900796,0.13422499999999998,0.012275000000000001,4,Calgary,Calgary,0.081,0.038,-0.555,-0.062,4.0,3.0,2.0,4.0
48060317,-0.11587999999999998,0.0027626074639731254,0.126,0.01012,5,Calgary,Calgary,-0.581,0.42,-0.026,0.238,2.0,4.0,3.0,4.0
48060318,-0.11224999999999999,0.003489508083765759,0.12085,0.0086,4,Calgary,Calgary,-0.455,-0.49,-0.462,-0.231,3.0,2.0,2.0,3.0
48060319,-0.1086,0.005770615218501405,0.118,0.0094,4,Calgary,Calgary,-0.324,-0.468,-0.725,-0.171,3.0,2.0,1.0,3.0
48060320,-0.10706,0.007307051388898258,0.11448,0.00742,5,Calgary,Calgary,-0.822,0.326,-0.952,-0.557,2.0,4.0,1.0,2.0
48060321,-0.08344285714285714,0.03944155410827761,0.09038571428571429,0.006942857142857144,7,Calgary,Calgary,-0.983,0.058,-0.718,-0.232,1.0,3.0,1.0,3.0
48060322,-0.11235,0.003803550972446669,0.12278333333333334,0.010433333333333334,6,Calgary,Calgary,-0.317,-0.323,-0.178,-0.075,3.0,2.0,3.0,4.0
48060323,-0.10725,0.0031796226191169287,0.11605,0.0088,4,Calgary,Calgary,-0.604,-0.041,-0.431,-0.502,2.0,3.0,2.0,3.0
48060324,-0.10794,0.004709883225728642,0.1189,0.010960000000000001,5,Calgary,Calgary,-0.433,-0.111,0.344,-0.11,3.0,3.0,4.0,3.0
48060325,-0.10663333333333334,0.011369725883532402,0.12193333333333334,0.0153,6,Calgary,Calgary,-0.75,-0.975,-0.94,0.31,2.0,1.0,1.0,4.0
48060326,-0.09369999999999999,0.006363961030678933,0.10139999999999999,0.0077,2,Calgary,Calgary,-1.335,-0.306,-0.942,0.0,1.0,3.0,1.0,4.0
48060327,-0.0372,0.06378103166302658,0.04525,0.00805,2,Calgary,Calgary,0.567,-1.192,-0.298,0.826,4.0,1.0,3.0,5.0
48060328,-0.04776666666666666,0.03052414344962579,0.05603333333333333,0.008266666666666667,3,Calgary,Calgary,-0.651,1.315,-0.638,-0.157,2.0,5.0,2.0,3.0
48060329,-0.08553333333333334,0.014990774941054021,0.0943,0.008766666666666667,3,Calgary,Calgary,-0.547,-0.698,-0.503,0.271,2.0,2.0,2.0,4.0
48060331,-0.05684,0.005977290356005802,0.06288,0.00604,5,Calgary,Calgary,-1.039,0.31,-0.984,0.324,1.0,4.0,1.0,4.0
48060334,-0.040775,0.004339258769267704,0.05205,0.011275,4,Calgary,Calgary,-0.853,-0.452,-0.469,0.72,1.0,2.0,2.0,4.0
48060339,-0.06480000000000001,,0.0787,0.0139,1,Calgary,Calgary,-1.025,-0.121,-0.963,1.56,1.0,3.0,1.0,5.0
48060340,-0.02015,0.008555992052357225,0.03345,0.0133,2,Calgary,Calgary,-1.097,1.136,-0.59,1.046,1.0,5.0,2.0,5.0
48060341,-0.02816666666666667,0.01184243781209483,0.04056666666666667,0.0124,3,Calgary,Calgary,-0.197,0.119,-0.565,2.283,3.0,4.0,2.0,5.0
48060349,-0.0357,0.0012727922061357823,0.051475,0.015775,4,Calgary,Calgary,-0.98,-0.336,-0.331,0.776,1.0,2.0,3.0,5.0
48060355,-0.04746,0.007432563487788046,0.0689,0.02144,5,Calgary,Calgary,-0.825,1.151,-0.913,0.216,2.0,5.0,1.0,4.0
48060356,-0.054549999999999994,0.0027577164466275356,0.0629,0.00835,2,Calgary,Calgary,-0.866,-0.418,-0.448,0.363,1.0,2.0,2.0,4.0
48060357,-0.04718571428571428,0.006819439999351992,0.0549,0.007714285714285714,7,Calgary,Calgary,-0.823,-0.77,-0.669,0.136,2.0,2.0,1.0,4.0
48060358,-0.045899999999999996,0.006151964455900784,0.06459999999999999,0.0187,4,Calgary,Calgary,-0.278,1.594,-0.797,-0.318,3.0,5.0,1.0,3.0
48060370,-0.0329625,0.004470518506201011,0.037387500000000004,0.004425,8,Calgary,Calgary,-0.926,-0.456,-0.465,0.369,1.0,2.0,2.0,4.0
48060373,-0.0558,0.004922905646059043,0.06044000000000001,0.00464,5,Calgary,Calgary,-0.021,0.344,0.39,0.528,4.0,4.0,4.0,4.0
48060374,-0.052975,0.001519594244088424,0.05685,0.003875,4,Calgary,Calgary,-0.062,0.141,-0.386,0.747,3.0,4.0,2.0,4.0
48060375,-0.0527,0.0021213203435596372,0.0563,0.0036,2,Calgary,Calgary,-0.754,-0.81,-0.178,-0.08,2.0,1.0,3.0,4.0
48060377,-0.0615,0.00042426406871193083,0.06465,0.00315,2,Calgary,Calgary,-1.028,0.48,-0.742,-0.157,1.0,4.0,1.0,3.0
48060378,-0.0483,0.0012124355652982136,0.050833333333333335,0.002533333333333333,3,Calgary,Calgary,-0.378,1.055,-0.963,0.493,3.0,5.0,1.0,4.0
48060379,-0.055025000000000004,0.007923120176630756,0.058,0.002975,4,Calgary,Calgary,-0.946,0.041,-0.248,1.149,1.0,3.0,3.0,5.0
48060380,-0.053750000000000006,0.007283199846221435,0.05575,0.002,2,Calgary,Calgary,-0.438,0.153,0.181,1.611,3.0,4.0,4.0,5.0
48060381,-0.056575,0.0072532176767739895,0.058925,0.0023499999999999997,4,Calgary,Calgary,-0.652,0.44,0.273,1.877,2.0,4.0,4.0,5.0
48060382,-0.05905,0.008838834764831842,0.06325,0.004200000000000001,2,Calgary,Calgary,-0.588,-0.227,-0.045,0.6,2.0,3.0,3.0,4.0
48060383,-0.051,,0.0532,0.0022,1,Calgary,Calgary,-0.732,0.237,0.001,1.358,2.0,4.0,4.0,5.0
48060384,-0.03936666666666667,0.0175377687672444,0.043199999999999995,0.003833333333333333,3,Calgary,Calgary,0.463,-0.285,0.09,0.733,4.0,3.0,4.0,4.0
48060385,-0.0468,0.007212489168102785,0.051199999999999996,0.0044,2,Calgary,Calgary,-0.104,-0.652,0.13,0.692,3.0,2.0,4.0,4.0
48060386,-0.0572,0.0055154328932550695,0.061799999999999994,0.0046,2,Calgary,Calgary,-0.49,0.353,-0.068,-0.371,2.0,4.0,3.0,3.0
48060387,-0.05406,0.017391463423185535,0.05784,0.00378,5,Calgary,Calgary,-0.286,-0.325,-0.167,-0.468,3.0,2.0,3.0,3.0
48060388,-0.03466666666666667,0.013158394025614728,0.03673333333333333,0.0020666666666666667,3,Calgary,Calgary,0.298,-1.317,-0.084,-0.081,4.0,1.0,3.0,4.0
48060389,-0.05146666666666667,0.0006658328118479453,0.05363333333333333,0.0021666666666666666,3,Calgary,Calgary,0.415,-0.748,0.847,0.287,4.0,2.0,5.0,4.0
48060390,-0.05023333333333333,0.010156935233294216,0.05223333333333333,0.002,3,Calgary,Calgary,-0.477,-1.367,-0.03,-0.003,3.0,1.0,3.0,4.0
48060391,-0.04875,0.001343502884254442,0.0511,0.0023499999999999997,2,Calgary,Calgary,-0.782,1.023,0.143,0.476,2.0,5.0,4.0,4.0
48060392,-0.0699,,0.0748,0.0049,1,Calgary,Calgary,1.825,-0.127,0.486,2.114,5.0,3.0,5.0,5.0
48060393,-0.06986666666666667,0.013213755459116586,0.07176666666666666,0.0019,3,Calgary,Calgary,-0.325,0.053,0.18,-0.072,3.0,3.0,4.0,4.0
48060394,-0.07613333333333333,0.0055806212318462636,0.08096666666666667,0.004833333333333333,3,Calgary,Calgary,-0.112,0.475,-0.126,1.152,3.0,4.0,3.0,5.0
48060395,-0.09004999999999999,0.0004949747468305827,0.09784999999999999,0.0078000000000000005,2,Calgary,Calgary,0.546,0.483,-0.035,0.354,4.0,4.0,3.0,4.0
48060396,-0.08449999999999999,,0.0885,0.004,1,Calgary,Calgary,1.671,-0.173,1.032,1.239,5.0,3.0,5.0,5.0
48060397,-0.0844,0.0024041630560342666,0.0959,0.0115,2,Calgary,Calgary,3.227,4.715,-0.805,0.293,5.0,5.0,1.0,4.0
48060398,-0.08553999999999999,0.0074110053299130734,0.09408,0.00854,5,Calgary,Calgary,-0.996,0.147,-0.548,-0.426,1.0,4.0,2.0,3.0
48060399,-0.061,0.016852002848326372,0.07179999999999999,0.010799999999999999,3,Calgary,Calgary,0.012,0.866,0.587,0.086,4.0,5.0,5.0,4.0
48060400,-0.08410000000000001,,0.0952,0.0111,1,Calgary,Calgary,1.282,-0.398,1.072,1.209,5.0,2.0,5.0,5.0
48060401,-0.09913333333333334,0.006612362159873981,0.11026666666666667,0.011133333333333334,3,Calgary,Calgary,0.723,0.673,0.179,2.459,4.0,4.0,4.0,5.0
48060402,-0.10236,0.009141006509132348,0.11242,0.01006,5,Calgary,Calgary,1.35,-0.161,0.792,1.879,5.0,3.0,5.0,5.0
48060403,-0.084275,0.01576628787423766,0.096525,0.01225,4,Calgary,Calgary,0.667,-0.563,1.507,0.993,4.0,2.0,5.0,5.0
48060404,-0.06936666666666667,0.018014531171621793,0.07926666666666667,0.009899999999999999,3,Calgary,Calgary,-0.722,0.558,0.415,0.002,2.0,4.0,4.0,4.0
48060405,-0.08143333333333334,0.005423528986431868,0.09303333333333334,0.0116,6,Calgary,Calgary,-0.403,-0.01,0.209,0.625,3.0,3.0,4.0,4.0
48060406,-0.07485,0.0036354733758709743,0.086325,0.011474999999999999,4,Calgary,Calgary,0.045,0.353,-0.034,0.223,4.0,4.0,3.0,4.0
48060407,-0.061,0.013207321202020235,0.06925,0.00825,4,Calgary,Calgary,-0.381,0.043,-0.345,0.94,3.0,3.0,2.0,5.0
48060408,-0.08625000000000001,0.0037098517490595155,0.09263333333333333,0.006383333333333334,6,Calgary,Calgary,-1.128,0.831,-0.89,-0.542,1.0,5.0,1.0,2.0
48060409,-0.08906666666666667,0.00649332991101895,0.0958,0.006733333333333333,3,Calgary,Calgary,-0.681,0.343,-0.215,-0.19,2.0,4.0,3.0,3.0
48060410,-0.071625,0.009247818275525474,0.08335,0.011725,8,Calgary,Calgary,-0.767,-0.466,-0.193,-0.636,2.0,2.0,3.0,2.0
48060411,-0.0908375,0.015045259101410363,0.103275,0.0124375,8,Calgary,Calgary,0.136,-0.615,0.164,-0.413,4.0,2.0,4.0,3.0
48060412,-0.10099090909090909,0.020188484566477722,0.10769999999999999,0.006709090909090909,11,Calgary,Calgary,0.106,-1.081,-0.446,-0.026,4.0,1.0,2.0,4.0
48060413,-0.0735875,0.03673419728264114,0.0796875,0.0060999999999999995,8,Calgary,Calgary,-0.085,-0.276,0.057,-0.444,3.0,3.0,4.0,3.0
48060414,-0.10088571428571427,0.00521262204379222,0.10592857142857144,0.005042857142857142,7,Calgary,Calgary,0.097,-0.343,-0.182,0.079,4.0,2.0,3.0,4.0
48060415,-0.10011111111111111,0.004808701603459202,0.10378888888888889,0.003677777777777778,9,Calgary,Calgary,-0.77,0.036,-0.959,-0.752,2.0,3.0,1.0,2.0
48060416,-0.067,0.024041630560342617,0.0699,0.0029,2,Calgary,Calgary,-0.004,0.119,-0.441,0.144,4.0,4.0,2.0,4.0
48060417,-0.11837,0.012572902961881512,0.1238,0.00543,10,Calgary,Calgary,-0.128,-0.642,-0.326,-0.721,3.0,2.0,3.0,2.0
48060418,-0.12557777777777776,0.018187617888124997,0.13191111111111112,0.006333333333333333,9,Calgary,Calgary,-0.013,-0.535,-0.348,-0.337,4.0,2.0,2.0,3.0
48060419,-0.117575,0.018291977164085583,0.125475,0.0079,8,Calgary,Calgary,0.452,-0.394,-0.266,-0.589,4.0,2.0,3.0,2.0
48060420,-0.11632,0.011535900485007656,0.12464,0.00832,5,Calgary,Calgary,-0.118,0.196,-0.256,-0.126,3.0,4.0,3.0,3.0
48060421,-0.1111,0.02863366317233383,0.116225,0.005125,4,Calgary,Calgary,0.163,-0.229,-0.175,-0.11,4.0,3.0,3.0,3.0
48060422,-0.14415,0.013776465439291756,0.15005,0.0059,6,Calgary,Calgary,-0.21,-0.811,-0.309,-0.305,3.0,1.0,3.0,3.0
48060423,-0.13082,0.014659195066578519,0.13599999999999998,0.00518,5,Calgary,Calgary,-0.371,-0.065,-0.325,-0.407,3.0,3.0,3.0,3.0
48060424,-0.10515000000000001,0.009536194209431772,0.11075,0.0056,6,Calgary,Calgary,-1.373,-0.294,-1.359,-0.601,1.0,3.0,1.0,2.0
48060425,-0.0823,0.049085384790179654,0.0881,0.0058,5,Calgary,Calgary,-0.856,-0.186,-0.666,-0.319,1.0,3.0,1.0,3.0
48060426,-0.125,0.007956967596599428,0.13219999999999998,0.0072,4,Calgary,Calgary,-0.059,-0.435,-0.334,-0.243,3.0,2.0,2.0,3.0
48060427,-0.125425,0.016863294882249854,0.1339875,0.0085625,8,Calgary,Calgary,-0.268,-0.166,-0.112,-0.251,3.0,3.0,3.0,3.0
48060428,-0.129425,0.008303563492059705,0.140025,0.0106,4,Calgary,Calgary,0.462,-0.482,-0.445,0.612,4.0,2.0,2.0,4.0
48060429,-0.1327,0.02378164558365688,0.1427,0.01,4,Calgary,Calgary,0.011,-0.864,-0.79,0.072,4.0,1.0,1.0,4.0
48060430,-0.14103,0.03906208875339077,0.15457,0.01354,10,Calgary,Calgary,1.468,-0.481,0.197,0.543,5.0,2.0,4.0,4.0
48060431,-0.11688000000000001,0.027128492606687735,0.12847999999999998,0.011600000000000001,10,Calgary,Calgary,0.592,-0.741,-0.152,0.081,4.0,2.0,3.0,4.0
48060432,-0.10381428571428572,0.01012874269450205,0.11001428571428572,0.0062,7,Calgary,Calgary,-0.664,-0.615,-1.137,-0.49,2.0,2.0,1.0,3.0
48060433,-0.11273333333333334,0.006209240425902886,0.11758333333333333,0.00485,6,Calgary,Calgary,0.881,0.149,-0.471,-0.48,5.0,4.0,2.0,3.0
48060434,-0.0984,0.01834293687862806,0.11811428571428571,0.019714285714285715,7,Calgary,Calgary,0.938,-1.073,-0.369,0.484,5.0,1.0,2.0,4.0
48060435,-0.09380000000000001,0.024509691960528594,0.11546666666666668,0.021666666666666667,9,Calgary,Calgary,0.789,-1.457,-0.549,-0.238,4.0,1.0,2.0,3.0
48060437,-0.1280111111111111,0.009703020720946195,0.15566666666666668,0.027655555555555558,9,Calgary,Calgary,0.594,-0.58,-0.564,-0.007,4.0,2.0,2.0,4.0
48060440,-0.12782,0.005325129106416091,0.16746,0.039639999999999995,5,Calgary,Calgary,1.233,-1.247,0.167,-0.079,5.0,1.0,4.0,4.0
48060441,-0.11447777777777778,0.008174621975629475,0.15316666666666667,0.03868888888888889,9,Calgary,Calgary,0.733,-0.627,-0.591,-0.043,4.0,2.0,2.0,4.0
48060442,-0.12376000000000001,0.02090676923869397,0.14962,0.02586,5,Calgary,Calgary,1.768,0.687,0.613,-0.266,5.0,5.0,5.0,3.0
48060443,-0.08238333333333334,0.03032908944671216,0.0924,0.010016666666666667,6,Calgary,Calgary,-0.102,-0.565,-0.715,-0.397,3.0,2.0,1.0,3.0
48060444,-0.14496666666666666,0.015181919070613784,0.22353333333333333,0.07856666666666666,6,Calgary,Calgary,1.491,-0.74,-0.517,-0.124,5.0,2.0,2.0,3.0
48060445,-0.07524285714285714,0.015049125904058025,0.11897142857142858,0.04372857142857143,7,Calgary,Calgary,-1.418,-0.226,-0.956,-0.37,1.0,3.0,1.0,3.0
48060446,-0.15298,0.01866849990997908,0.19077,0.037790000000000004,10,Calgary,Calgary,0.659,-1.177,-0.486,0.531,4.0,1.0,2.0,4.0
48060450,-0.10767499999999999,0.010091704514104634,0.1696,0.061925,4,Calgary,Calgary,1.729,-1.156,-0.496,0.412,5.0,1.0,2.0,4.0
48060452,-0.05466666666666667,0.051748146504649484,0.09048333333333332,0.03581666666666666,6,Calgary,Calgary,-1.299,0.145,-1.081,-0.274,1.0,4.0,1.0,3.0
48060453,-0.056255,0.032937588110338555,0.134815,0.07855999999999999,20,Calgary,Calgary,1.051,-0.126,-0.953,-0.236,5.0,3.0,1.0,3.0
48060454,-0.07763333333333333,0.033924966224498046,0.14143333333333333,0.0638,3,Calgary,Calgary,1.903,-1.249,1.247,0.351,5.0,1.0,5.0,4.0
48060455,-0.12248333333333333,0.046940277658602175,0.1601,0.037616666666666666,6,Calgary,Calgary,2.322,-0.147,-0.721,0.533,5.0,3.0,1.0,4.0
48060456,-0.09772,0.030486915226044107,0.10969999999999999,0.01198,5,Calgary,Calgary,1.161,-0.604,0.838,0.166,5.0,2.0,5.0,4.0
48060457,-0.11546666666666666,0.01263782681740285,0.12431666666666667,0.00885,6,Calgary,Calgary,-0.087,0.075,-0.223,0.53,3.0,3.0,3.0,4.0
48060458,-0.1261,0.02204722204723308,0.13391666666666666,0.007816666666666666,6,Calgary,Calgary,0.276,-1.503,-0.783,0.145,4.0,1.0,1.0,4.0
48060492,-0.045399999999999996,0.00840416563377948,0.051800000000000006,0.0064,3,Calgary,Calgary,-0.851,-1.188,-0.846,0.299,1.0,1.0,1.0,4.0
48060493,-0.05995,0.026940768363207464,0.06609999999999999,0.00615,2,Calgary,Calgary,-0.801,-0.286,-0.445,-0.339,2.0,3.0,2.0,3.0
48060494,-0.055433333333333334,0.035427719843836025,0.0631,0.007666666666666666,3,Calgary,Calgary,-0.853,-0.784,-0.473,0.298,1.0,1.0,2.0,4.0
48060495,-0.0289,0.02054458566143401,0.0311,0.0021999999999999997,4,Calgary,Calgary,-0.449,-0.296,-0.317,0.421,3.0,3.0,3.0,4.0
48060496,-0.0393,0.0004358898943540659,0.04156666666666667,0.002266666666666667,3,Calgary,Calgary,-0.608,-0.569,-0.413,0.952,2.0,2.0,2.0,5.0
48060497,-0.0463,0.004868264577855236,0.048975000000000005,0.002675,4,Calgary,Calgary,-0.753,-0.323,-0.079,0.564,2.0,2.0,3.0,4.0
48060498,-0.04876666666666666,0.0006027713773341706,0.05143333333333333,0.0026666666666666666,3,Calgary,Calgary,-1.215,-0.756,-0.293,0.414,1.0,2.0,3.0,4.0
48060499,-0.04611666666666667,0.014113740349980461,0.04981666666666667,0.0037,6,Calgary,Calgary,1.384,0.124,-0.453,1.241,5.0,4.0,2.0,5.0
48060500,-0.054425,0.03332359738769425,0.05915,0.004725,8,Calgary,Calgary,-0.059,0.236,-1.102,0.546,3.0,4.0,1.0,4.0
48060501,-0.07905,0.03882016228714146,0.0828,0.00375,2,Calgary,Calgary,-0.989,0.913,-0.674,0.254,1.0,5.0,1.0,4.0
48060502,-0.0399,0.00042426406871193083,0.04385,0.00395,2,Calgary,Calgary,-1.339,-0.164,-0.84,-0.042,1.0,3.0,1.0,4.0
48060505,-0.03766666666666666,0.0015885003409925145,0.0414,0.0037333333333333333,3,Calgary,Calgary,-0.613,-0.381,-0.313,-0.299,2.0,2.0,3.0,3.0
48060506,-0.04035,0.0007778174593052025,0.0424,0.00205,2,Calgary,Calgary,-0.138,-1.069,0.302,1.366,3.0,1.0,4.0,5.0
48060508,0.0039,,0.0,0.0039,1,Calgary,Calgary,0.495,0.766,0.655,0.645,4.0,5.0,5.0,4.0
48060509,-0.07020000000000001,0.00212132034355963,0.07465,0.00445,2,Calgary,Calgary,-0.636,-0.321,-0.529,-0.333,2.0,2.0,2.0,3.0
48060510,-0.05829999999999999,0.002121320343559642,0.06284999999999999,0.00455,2,Calgary,Calgary,-0.592,0.196,-0.369,-0.632,2.0,4.0,2.0,2.0
48060511,-0.07103333333333334,0.003219213154380015,0.07633333333333332,0.0053,3,Calgary,Calgary,-0.391,-0.366,-0.155,-0.203,3.0,2.0,3.0,3.0
48060512,-0.05835,0.0019091883092036766,0.0629,0.00455,2,Calgary,Calgary,0.408,-0.408,0.144,-0.279,4.0,2.0,4.0,3.0
48060513,-0.044939999999999994,0.028738093186570328,0.04762,0.0026799999999999997,5,Calgary,Calgary,-1.311,0.651,-0.826,-0.457,1.0,4.0,1.0,3.0
48060514,-0.0448,0.026611087914626866,0.047420000000000004,0.00262,5,Calgary,Calgary,0.766,0.596,-0.688,-0.098,4.0,4.0,1.0,3.0
48060516,-0.06786666666666667,0.011709113259907148,0.07293333333333334,0.005066666666666666,3,Calgary,Calgary,-0.722,-0.094,0.001,0.007,2.0,3.0,4.0,4.0
48060518,-0.038766666666666665,0.02091149604085434,0.042616666666666664,0.0038500000000000006,6,Calgary,Calgary,-1.087,0.189,-0.636,-0.302,1.0,4.0,2.0,3.0
48060519,-0.0921,0.0016970562748477233,0.096,0.0039,2,Calgary,Calgary,-0.102,-0.872,0.261,-0.202,3.0,1.0,4.0,3.0
48060520,-0.0925,0.005374011537017773,0.09745,0.0049499999999999995,2,Calgary,Calgary,1.634,-1.103,-0.364,0.449,5.0,1.0,2.0,4.0
48060521,-0.087675,0.00659109247393784,0.0916,0.003925,4,Calgary,Calgary,-0.738,-0.202,-0.671,-0.733,2.0,3.0,1.0,2.0
48060522,-0.0738,0.006788225099390854,0.07935,0.005549999999999999,2,Calgary,Calgary,-0.644,0.705,-0.47,-0.65,2.0,5.0,2.0,2.0
48060523,-0.0898,,0.096,0.0062,1,Calgary,Calgary,0.482,-0.273,-0.194,-0.426,4.0,3.0,3.0,3.0
48060524,-0.09570000000000001,,0.1043,0.0086,1,Calgary,Calgary,0.704,-0.317,-0.578,-0.036,4.0,2.0,2.0,4.0
48060525,-0.10718000000000001,0.005840975945850141,0.11535999999999999,0.00818,5,Calgary,Calgary,-0.931,0.042,-0.969,-0.284,1.0,3.0,1.0,3.0
